hospital_id,hospital_name,state,district,city,latitude,longitude,ownership_type,hospital_level,total_beds,icu_beds,ventilators,cardiac_unit,trauma_unit,burn_unit,current_icu_load_percent,emergency_load_score,last_updated
3063,"Sankara Nethralaya, Chennai",Tamil Nadu,Chennai,Chennai,13.0670837,80.2505444,Government,Secondary,112,9,6,No,Yes,Yes,44,0.2,2025-12-16
3064,Sri Lakshmi Multi Speciality Hospital Pvt Ltd,Tamil Nadu,Chennai,Chennai,12.9640779,80.2461429,Trust,Primary,58,2,1,Yes,No,Yes,77,0.26,2025-12-16
3065,Dr Agarwal Eye Hospital Ltd,Tamil Nadu,Chennai,Chennai,13.1135903,80.2270764,Trust,Primary,56,2,1,No,No,Yes,76,0.49,2025-12-16
3066,Tosh Hospitals Private Limited,Tamil Nadu,Chennai,Chennai,13.0827016,80.2424652,Private,Secondary,250,21,14,No,No,No,52,0.26,2025-12-16
3067,Sundaram Cancer Centre,Tamil Nadu,Chennai,Chennai,13.07604,80.2366224,Government,Primary,67,1,0,Yes,Yes,No,70,0.71,2025-12-16
3068,R.R. Eye Instutute and Laser Foundation,Tamil Nadu,Chennai,Chennai,13.0483992,80.2040416,Trust,Primary,84,3,1,Yes,Yes,Yes,35,0.87,2025-12-16
3069,Avm Medical Ent Research Foundation Pvt Ltd,Tamil Nadu,Chennai,Chennai,13.0441485,80.2637114,Trust,Primary,43,0,0,Yes,No,No,70,0.26,2025-12-16
3070,"Aditya Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0806801,80.2486159,Private,Secondary,175,19,11,Yes,Yes,No,44,0.6,2025-12-16
3071,Laser and Laparascopic Hospital,Tamil Nadu,Chennai,Chennai,13.0430125,80.2371521,Government,Primary,91,4,2,No,Yes,No,56,0.13,2025-12-16
3072,Lakshmi Maternity Hospital,Tamil Nadu,Chennai,Chennai,12.9938673,80.2528444,Trust,Tertiary,1157,263,219,Yes,No,No,48,0.38,2025-12-16
3073,Kumaran Hospital Pvt.Ltd.,Tamil Nadu,Chennai,Chennai,13.0790289,80.2490893,Trust,Secondary,359,38,30,No,Yes,Yes,81,0.86,2025-12-16
3074,Apollo Specialty Hospitals Private Limited,Tamil Nadu,Chennai,Chennai,13.0177957,80.2711008,Private,Primary,97,4,2,Yes,Yes,Yes,36,0.14,2025-12-16
3075,Deepam Eye Hospital,Tamil Nadu,Chennai,Chennai,13.0877615,80.2423476,Private,Secondary,108,12,8,No,Yes,No,77,0.5,2025-12-16
3076,Dr. A. Ramachandran's Diabetes Hospital,Tamil Nadu,Chennai,Chennai,13.0685338,80.2579902,Trust,Secondary,297,26,17,No,Yes,No,39,0.2,2025-12-16
3077,Veecare Eye Hospital,Tamil Nadu,Chennai,Chennai,13.0843952,80.2182426,Private,Secondary,301,32,22,No,No,No,37,0.92,2025-12-16
3078,Velachery K S Hospital,Tamil Nadu,Chennai,Chennai,12.9763914,80.2114016,Trust,Secondary,362,30,23,No,No,Yes,86,0.21,2025-12-16
3079,K.J. Hospital,Tamil Nadu,Chennai,Chennai,13.0790015,80.25267,Private,Secondary,284,31,21,Yes,Yes,Yes,53,0.65,2025-12-16
3080,Sathya Physiotherapy Centre,Tamil Nadu,Chennai,Chennai,13.0440365,80.2336198,Government,Secondary,162,15,12,Yes,Yes,Yes,41,0.81,2025-12-16
3081,Kensington Hospital,Tamil Nadu,Chennai,Chennai,13.0788382,80.2469368,Government,Primary,37,0,0,Yes,Yes,No,73,0.48,2025-12-16
3082,Ponmalligai Hospital Pvt Ltd,Tamil Nadu,Chennai,Chennai,12.9925116,80.2061465,Government,Secondary,182,17,14,No,Yes,No,48,0.5,2025-12-16
3083,Pdr Othopaedic Hospital,Tamil Nadu,Chennai,Chennai,13.0389519,80.2290894,Trust,Tertiary,1041,198,159,Yes,Yes,No,69,0.8,2025-12-16
3084,E V Kalyani Medical Centre,Tamil Nadu,Chennai,Chennai,13.0427786,80.2706811,Government,Tertiary,400,66,44,No,Yes,No,39,0.79,2025-12-16
3085,Yogi Vedha Kumari Hospital,Tamil Nadu,Chennai,Chennai,13.0269877,80.2631588,Trust,Secondary,137,12,7,No,Yes,No,79,0.98,2025-12-16
3086,Xcellent Care Superspeciality Hospital,Tamil Nadu,Chennai,Chennai,12.9833895,80.2181782,Private,Secondary,198,19,14,Yes,No,Yes,57,0.16,2025-12-16
3087,Women and Children Foundation,Tamil Nadu,Chennai,Chennai,13.0478465,80.2329075,Trust,Secondary,214,20,16,Yes,No,Yes,57,0.61,2025-12-16
3088,"Sudha Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0791504,80.2541493,Private,Primary,61,2,1,Yes,Yes,Yes,67,0.52,2025-12-16
3089,V.K. Hospital,Tamil Nadu,Chennai,Chennai,13.0816938,80.2522811,Government,Primary,73,2,1,No,Yes,Yes,69,0.67,2025-12-16
3090,U.K. Hospitals Pvt. Ltd.,Tamil Nadu,Chennai,Chennai,13.0838857,80.2252632,Government,Primary,49,1,0,No,Yes,No,84,0.68,2025-12-16
3091,"Trust Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0892193,80.2415402,Government,Secondary,153,14,10,No,Yes,No,78,0.24,2025-12-16
3092,Titan Eye,Tamil Nadu,Chennai,Chennai,13.082343,80.2076291,Trust,Primary,53,1,0,No,Yes,Yes,72,0.37,2025-12-16
3093,Sai Ortho Care Hospital,Tamil Nadu,Chennai,Chennai,13.0332775,80.2371645,Government,Secondary,206,23,16,No,Yes,No,60,0.27,2025-12-16
3094,Sooriya Hospital,Tamil Nadu,Chennai,Chennai,13.0481888,80.2035199,Trust,Secondary,282,24,17,Yes,No,No,65,0.61,2025-12-16
3095,Centre For Blood Disorders,Tamil Nadu,Chennai,Chennai,13.0496502,80.2410582,Government,Primary,59,1,0,Yes,Yes,No,93,0.98,2025-12-16
3096,Roselin Gandhi Hospital,Tamil Nadu,Chennai,Chennai,13.1166714,80.2803303,Trust,Secondary,193,20,13,Yes,No,No,81,0.79,2025-12-16
3097,Paterson Cancer Center / Vijaya Health Centre Premises,Tamil Nadu,Chennai,Chennai,13.0475826,80.2069719,Government,Tertiary,696,133,85,Yes,Yes,No,53,0.65,2025-12-16
3098,Fertility Research Centre,Tamil Nadu,Chennai,Chennai,13.0558855,80.2481343,Government,Primary,67,3,2,Yes,Yes,Yes,34,0.32,2025-12-16
3099,Spot Hospital,Tamil Nadu,Chennai,Chennai,13.047269,80.2187347,Government,Tertiary,835,132,100,Yes,No,No,68,0.45,2025-12-16
3100,B B Hospital,Tamil Nadu,Chennai,Chennai,13.1184203,80.204346,Trust,Tertiary,702,125,81,Yes,Yes,No,94,0.55,2025-12-16
3101,Appasamy Krishna Hospital and Medical Research Centre,Tamil Nadu,Chennai,Chennai,12.9758647,80.2205016,Trust,Primary,92,2,1,No,Yes,Yes,58,0.54,2025-12-16
3102,"Medindia Hospitals, Chennai",Tamil Nadu,Chennai,Chennai,13.0606718,80.2432201,Private,Secondary,129,11,9,No,No,Yes,34,0.74,2025-12-16
3103,Rudhra-Chella Clinicare`N`Cure Services,Tamil Nadu,Chennai,Chennai,13.1228878,80.293498,Trust,Secondary,199,22,18,No,Yes,No,63,0.7,2025-12-16
3104,K.K.R. ENT Hospital and Research Institute(P) Ltd,Tamil Nadu,Chennai,Chennai,13.0781955,80.2452886,Government,Secondary,269,25,16,Yes,Yes,No,35,0.31,2025-12-16
3105,"Srinivasa Hospital P P N, Chennai",Tamil Nadu,Chennai,Chennai,13.0503377,80.2299377,Government,Secondary,277,33,20,Yes,No,No,66,0.65,2025-12-16
3106,Gastro Cre Hospital,Tamil Nadu,Chennai,Chennai,13.0394065,80.2507684,Trust,Primary,65,2,1,No,No,Yes,68,0.68,2025-12-16
3107,Aaditya Kamaraja Eye Hospital,Tamil Nadu,Chennai,Chennai,13.0463676,80.1865241,Trust,Secondary,263,24,15,No,Yes,No,81,0.43,2025-12-16
3108,Sahishnatha Indtitute Of Maternal And Child Health,Tamil Nadu,Chennai,Chennai,12.9531897,80.2541614,Government,Primary,81,3,2,Yes,No,Yes,52,0.86,2025-12-16
3109,Siva E N T Hospital,Tamil Nadu,Chennai,Chennai,13.0619796,80.2741693,Government,Secondary,216,17,13,No,No,No,39,0.77,2025-12-16
3110,"Vinayagam Laser Hospital, Chennai",Tamil Nadu,Chennai,Chennai,13.0476113,80.2650954,Trust,Secondary,366,36,25,No,No,No,77,0.73,2025-12-16
3111,"Dr Agarwals Eye Hospital, Triplicane",Tamil Nadu,Chennai,Chennai,13.0524884,80.2736449,Private,Secondary,268,23,19,No,Yes,No,49,0.47,2025-12-16
3112,"Dr.Agarwal's Eye Hospital Ltd., Gopala Puram",Tamil Nadu,Chennai,Chennai,13.0432085,80.259169,Trust,Primary,72,1,0,No,Yes,Yes,36,0.59,2025-12-16
3113,Bharani Hospital,Tamil Nadu,Chennai,Chennai,13.0380111,80.2013205,Private,Secondary,226,23,15,No,Yes,No,64,0.59,2025-12-16
3114,Fortis Vadapalani Hospital,Tamil Nadu,Chennai,Chennai,13.0475131,80.2042733,Government,Primary,84,3,1,No,No,No,67,0.93,2025-12-16
3115,Tamil Nadu Urological Research Centre Best Kidney Stone Clinic,Tamil Nadu,Chennai,Chennai,13.0748708,80.2147555,Private,Secondary,233,18,14,Yes,Yes,No,38,0.29,2025-12-16
3116,Sri Ranga Hospitals,Tamil Nadu,Chennai,Chennai,13.0290525,80.2636265,Government,Primary,73,3,2,No,No,Yes,88,0.38,2025-12-16
3117,Chamiers Day Care Center,Tamil Nadu,Chennai,Chennai,13.0297278,80.2446245,Private,Tertiary,964,230,176,Yes,No,No,34,0.14,2025-12-16
3118,London Harley Street Women And Fertility Centre,Tamil Nadu,Chennai,Chennai,12.9609724,80.2421492,Private,Primary,43,1,0,No,Yes,No,63,0.61,2025-12-16
3119,Gas Hospital,Tamil Nadu,Chennai,Chennai,13.003026,80.2540981,Private,Primary,57,1,0,No,Yes,No,88,0.48,2025-12-16
3120,Dr.Bala Subramanian,Tamil Nadu,Chennai,Chennai,13.0465056,80.2423799,Trust,Secondary,148,17,10,Yes,No,No,39,0.22,2025-12-16
3121,Prakash Hospial,Tamil Nadu,Chennai,Chennai,13.0882891,80.1989896,Government,Primary,56,1,0,Yes,Yes,No,65,0.42,2025-12-16
3122,Swasthik Health Care center,Tamil Nadu,Chennai,Chennai,13.1297134,80.2506039,Government,Primary,98,4,3,No,No,No,33,0.76,2025-12-16
3123,NRV Hospital,Tamil Nadu,Chennai,Chennai,13.13468,80.243196,Trust,Primary,62,2,1,No,No,No,31,0.35,2025-12-16
3124,Govt Kilpauk Medical College Hospital,Tamil Nadu,Chennai,Chennai,13.07832,80.243753,Trust,Tertiary,840,155,111,No,Yes,Yes,74,0.8,2025-12-16
3125,Rasi Hospital,Tamil Nadu,Chennai,Chennai,13.12038,80.285818,Trust,Primary,62,1,0,No,No,No,61,0.88,2025-12-16
3126,Government Maternity And Child Hospital,Tamil Nadu,Chennai,Chennai,13.0991743,80.2301988,Private,Tertiary,623,110,81,Yes,Yes,No,64,0.19,2025-12-16
3127,Cloudnine Hospital - Chennai,Tamil Nadu,Chennai,Chennai,13.0433937,80.2461174,Private,Primary,56,2,1,No,Yes,Yes,82,0.33,2025-12-16
3128,Shifa Hospital And Reasearch Centre,Tamil Nadu,Chennai,Chennai,13.061988,80.2745135,Trust,Primary,86,3,2,Yes,Yes,No,95,0.8,2025-12-16
3129,Govt. Stanley Hospital,Tamil Nadu,Chennai,Chennai,13.10618,80.286804,Government,Secondary,396,44,30,Yes,Yes,Yes,62,0.29,2025-12-16
3130,Subam Specialities Hospitals,Tamil Nadu,Chennai,Chennai,13.0469783,80.1895003,Trust,Tertiary,600,129,81,Yes,Yes,No,78,0.33,2025-12-16
3131,Govt Peripheral Hospital Periyar Nagar,Tamil Nadu,Chennai,Chennai,13.1153048,80.2233851,Government,Primary,55,2,1,Yes,No,Yes,81,0.43,2025-12-16
3132,Be Well Hospital,Tamil Nadu,Chennai,Chennai,13.0431134,80.2453103,Trust,Tertiary,692,158,109,No,Yes,No,58,0.69,2025-12-16
3133,Hera Hospital,Tamil Nadu,Chennai,Chennai,13.0508643,80.1922458,Government,Tertiary,492,116,72,Yes,Yes,No,77,0.91,2025-12-16
3134,Government Unani Hospital,Tamil Nadu,Chennai,Chennai,13.1129012,80.2957982,Trust,Tertiary,966,188,138,Yes,Yes,Yes,32,0.32,2025-12-16
3135,Meenakshi Hospital & Childrens Hospital,Tamil Nadu,Chennai,Chennai,13.0586646,80.2428501,Government,Tertiary,1042,156,105,Yes,No,No,77,0.7,2025-12-16
3136,Hiba Hospital,Tamil Nadu,Chennai,Chennai,13.0616195,80.275793,Private,Primary,67,1,0,Yes,Yes,Yes,55,0.84,2025-12-16
3137,A.R.A Hospital For Women,Tamil Nadu,Chennai,Chennai,13.0508818,80.2735131,Private,Primary,44,0,0,No,Yes,Yes,84,0.28,2025-12-16
3138,Priyas Medical Centre,Tamil Nadu,Chennai,Chennai,13.0594024,80.1954415,Trust,Secondary,170,19,14,Yes,No,Yes,94,0.28,2025-12-16
3139,Dr. Rai Memorial Medical Centre,Tamil Nadu,Chennai,Chennai,13.044837,80.2475507,Government,Secondary,146,17,12,Yes,No,No,65,0.56,2025-12-16
3140,Medway Hospitals,Tamil Nadu,Chennai,Chennai,13.0535971,80.2275376,Trust,Tertiary,752,183,112,Yes,No,Yes,66,0.77,2025-12-16
3141,Seven Wells Hospital,Tamil Nadu,Chennai,Chennai,13.0993782,80.2825418,Government,Tertiary,789,165,104,Yes,No,No,30,1.0,2025-12-16
3142,Government Hospital,Tamil Nadu,Chennai,Chennai,13.068807,80.2672078,Trust,Tertiary,790,165,112,Yes,Yes,Yes,74,0.27,2025-12-16
3143,Standard Hospital,Tamil Nadu,Chennai,Chennai,13.0524675,80.1898468,Private,Secondary,379,41,27,Yes,No,No,84,0.36,2025-12-16
3144,Chennai Corporation Hospital,Tamil Nadu,Chennai,Chennai,13.1142928,80.2844517,Government,Primary,70,1,0,Yes,No,Yes,87,0.21,2025-12-16
3145,Guru Raghavendra Hospital,Tamil Nadu,Chennai,Chennai,13.0410091,80.1964532,Government,Secondary,350,40,28,Yes,Yes,Yes,77,0.56,2025-12-16
3146,Seethapathy clinic & Hospital,Tamil Nadu,Chennai,Chennai,13.0487028,80.2645448,Private,Primary,48,1,0,No,No,Yes,95,0.16,2025-12-16
3147,Kvt Health Speciality Hospital,Tamil Nadu,Chennai,Chennai,13.1267531,80.2489796,Government,Secondary,335,35,28,Yes,Yes,Yes,31,0.14,2025-12-16
3148,Sakthi Hospital &Reasearch Centre Helath Care Organization,Tamil Nadu,Chennai,Chennai,13.0572714,80.2757357,Private,Tertiary,598,147,109,Yes,No,No,94,0.97,2025-12-16
3149,Women And Children Foundation Hospitals T-Nagar,Tamil Nadu,Chennai,Chennai,13.0480821,80.2329957,Trust,Primary,87,1,0,No,Yes,No,60,0.26,2025-12-16
3150,Annai multispeciality hospital,Tamil Nadu,Chennai,Chennai,13.0538856,80.1927125,Trust,Secondary,356,37,29,Yes,Yes,Yes,48,0.21,2025-12-16
3151,Firm Hospital,Tamil Nadu,Chennai,Chennai,13.0916464,80.2139939,Private,Primary,96,2,1,No,No,No,42,0.19,2025-12-16
3152,The Best Hospital Private Ltd,Tamil Nadu,Chennai,Chennai,13.0535089,80.2195494,Government,Tertiary,1158,232,172,Yes,Yes,Yes,78,0.16,2025-12-16
3154,Triplicane Government Hospital,Tamil Nadu,Chennai,Chennai,13.060986,80.2747981,Trust,Tertiary,881,186,154,Yes,Yes,No,78,0.24,2025-12-16
3155,Government Hospital For Ladies And Children,Tamil Nadu,Chennai,Chennai,13.0590564,80.1928218,Private,Primary,94,3,2,Yes,No,No,51,0.1,2025-12-16
3156,SIMS Hospital,Tamil Nadu,Chennai,Chennai,13.0561828,80.2478331,Private,Primary,90,2,1,No,Yes,Yes,55,0.65,2025-12-16
3157,Suraj Hospital,Tamil Nadu,Chennai,Chennai,12.9107782,80.1967559,Trust,Primary,58,2,1,No,Yes,No,86,0.15,2025-12-16
3158,Sunrays Laproscopic Centre,Tamil Nadu,Chennai,Chennai,13.0319129,80.2099892,Private,Secondary,277,31,23,No,No,No,80,0.93,2025-12-16
3159,Arun Hospital,Tamil Nadu,Chennai,Chennai,12.9408644,80.1828683,Government,Primary,81,2,1,No,Yes,No,80,0.66,2025-12-16
3160,Motherhood Hospital,Tamil Nadu,Chennai,Chennai,13.0312006,80.2511993,Government,Secondary,323,27,18,Yes,No,No,41,0.12,2025-12-16
3161,"Government Hospital, Adyar",Tamil Nadu,Chennai,Chennai,12.9979497,80.2562121,Private,Tertiary,637,125,81,No,Yes,Yes,89,0.65,2025-12-16
3162,Gunasekaran Hospitals Pvt.Ltd,Tamil Nadu,Chennai,Chennai,13.0374624,80.2389389,Trust,Secondary,134,15,9,No,Yes,No,76,0.57,2025-12-16
3163,Kumaran Specialities Hospital,Tamil Nadu,Chennai,Chennai,13.03968,80.21204,Government,Secondary,349,29,21,No,No,Yes,87,0.11,2025-12-16
3164,Arokiya hospital,Tamil Nadu,Chennai,Chennai,13.0374234,80.190944,Trust,Primary,55,2,1,No,Yes,No,31,0.56,2025-12-16
3165,Genesis Womens Hospital,Tamil Nadu,Chennai,Chennai,13.034922,80.2465468,Trust,Primary,84,2,1,No,No,No,39,0.47,2025-12-16
3167,Kavery Hospital,Tamil Nadu,Chennai,Chennai,13.038362,80.2572398,Private,Tertiary,918,174,129,No,No,No,49,0.36,2025-12-16
3168,Kanamapet Government Hospital,Tamil Nadu,Chennai,Chennai,13.0298989,80.2261208,Trust,Secondary,278,33,25,No,No,Yes,81,0.6,2025-12-16
3170,Government Hospital Alandur,Tamil Nadu,Chennai,Chennai,13.0048164,80.2025432,Trust,Tertiary,752,119,90,No,Yes,No,35,0.26,2025-12-16
3171,Janani Hospital,Tamil Nadu,Chennai,Chennai,13.0313233,80.1909256,Government,Primary,31,0,0,No,Yes,No,52,0.11,2025-12-16
3172,T.K.R. Hospital,Tamil Nadu,Chennai,Chennai,12.9342227,80.1807557,Government,Tertiary,688,134,87,Yes,Yes,No,94,0.22,2025-12-16
3173,Deepam Rehabilitation Centre,Tamil Nadu,Chennai,Chennai,12.9163865,80.1789307,Government,Primary,64,1,0,Yes,Yes,Yes,64,0.29,2025-12-16
3174,HCL Health Care,Tamil Nadu,Chennai,Chennai,12.9044723,80.216804,Government,Tertiary,1056,242,172,Yes,No,No,89,0.89,2025-12-16
3175,Subasree Hospital,Tamil Nadu,Chennai,Chennai,12.916822,80.1940932,Trust,Tertiary,1082,181,149,No,Yes,Yes,43,0.9,2025-12-16
3176,Centre For Vision and Eye Surgery,Tamil Nadu,Chennai,Chennai,12.8948311,80.2233057,Private,Tertiary,1082,184,125,No,No,Yes,43,0.56,2025-12-16
3177,Shri Sai Children's Hospital and Dental Clinic,Tamil Nadu,Chennai,Chennai,12.912214,80.229384,Private,Primary,96,2,1,Yes,No,No,34,0.32,2025-12-16
3178,Sri Balaji Hospital,Tamil Nadu,Chennai,Chennai,12.9178242,80.190331,Private,Secondary,157,18,13,No,No,No,47,0.42,2025-12-16
3179,S.V. Hospital,Tamil Nadu,Chennai,Chennai,12.9069075,80.2026845,Trust,Primary,71,1,0,Yes,No,No,36,0.52,2025-12-16
3180,SV Hospital,Tamil Nadu,Chennai,Chennai,12.9319677,80.2326252,Trust,Secondary,312,34,28,No,Yes,Yes,60,0.37,2025-12-16
3181,Karthick Children's Hospital,Tamil Nadu,Chennai,Chennai,12.9123221,80.192466,Private,Secondary,388,40,29,Yes,No,Yes,62,0.77,2025-12-16
3183,Radial Ortho Speciality Hospital,Tamil Nadu,Chennai,Chennai,12.9131978,80.1915965,Private,Secondary,123,10,6,Yes,No,Yes,73,0.4,2025-12-16
3184,Jayam Hospital,Tamil Nadu,Chennai,Chennai,12.9498749,80.2381651,Private,Tertiary,779,160,129,Yes,Yes,No,85,0.55,2025-12-16
3185,Maternity and Child Care Hospital,Tamil Nadu,Chennai,Chennai,12.9164866,80.1896622,Government,Primary,98,4,2,Yes,No,No,54,0.58,2025-12-16
3186,Shri Balaji Diabetes Hospital,Tamil Nadu,Chennai,Chennai,12.9150069,80.1929516,Government,Primary,66,2,1,No,No,No,44,0.83,2025-12-16
3187,Dhanvantri Multi Speciality,Tamil Nadu,Chennai,Chennai,12.9402236,80.2412342,Trust,Primary,30,1,0,Yes,No,No,70,0.66,2025-12-16
3188,Annai Teresa Hospital,Tamil Nadu,Chennai,Chennai,12.9184999,80.1892056,Trust,Primary,41,1,0,No,No,No,82,0.7,2025-12-16
3189,Swaram Hospital and Speciality Clinic,Tamil Nadu,Chennai,Chennai,12.9011793,80.2286,Trust,Secondary,371,30,18,No,No,Yes,60,0.7,2025-12-16
3190,C-Dot Hospital,Tamil Nadu,Chennai,Chennai,12.9072738,80.2027359,Trust,Secondary,255,28,23,Yes,No,Yes,63,0.48,2025-12-16
3191,KL Hospital,Tamil Nadu,Chennai,Chennai,12.9006729,80.2283278,Private,Secondary,196,18,13,Yes,No,No,33,0.92,2025-12-16
3192,Mugavari Eye Hospital and Research Institute,Tamil Nadu,Chennai,Chennai,12.9167105,80.1921463,Government,Secondary,325,31,21,No,No,Yes,58,0.48,2025-12-16
3193,Global Hospital,Tamil Nadu,Chennai,Chennai,12.9060064,80.2072713,Trust,Secondary,278,23,14,No,Yes,No,79,0.66,2025-12-16
3194,Dr. Velmurugan Hospital,Tamil Nadu,Chennai,Chennai,12.9296419,80.2029589,Government,Secondary,299,28,23,Yes,No,No,34,0.42,2025-12-16
3195,AM Hospital,Tamil Nadu,Chennai,Chennai,12.9344546,80.1819961,Government,Secondary,153,17,13,Yes,Yes,Yes,49,0.76,2025-12-16
3196,Inbam Hospital,Tamil Nadu,Chennai,Chennai,12.9339688,80.2041509,Government,Secondary,385,36,25,Yes,Yes,Yes,70,0.28,2025-12-16
3197,Hindusthan Hospital,Tamil Nadu,Chennai,Chennai,12.9393514,80.1806898,Trust,Secondary,292,27,21,No,No,Yes,45,0.17,2025-12-16
3198,RKP Hospital,Tamil Nadu,Chennai,Chennai,12.9379829,80.1799993,Government,Secondary,331,33,24,No,No,Yes,36,0.45,2025-12-16
3199,Muthu Multi Speciality Hospital and Pharmacy,Tamil Nadu,Chennai,Chennai,12.928263,80.200805,Trust,Primary,65,2,1,Yes,Yes,Yes,53,0.6,2025-12-16
3200,Raj Joty Eye Hospital,Tamil Nadu,Chennai,Chennai,12.935221,80.181802,Trust,Tertiary,925,181,109,Yes,No,No,42,0.43,2025-12-16
3201,V Cure Hospital,Tamil Nadu,Chennai,Chennai,12.9280452,80.199546,Private,Tertiary,943,147,103,Yes,No,Yes,40,0.68,2025-12-16
3202,V.S. Hospital,Tamil Nadu,Chennai,Chennai,12.933726,80.1811973,Trust,Primary,99,3,2,Yes,No,Yes,68,0.99,2025-12-16
3203,Shakthi Hospital,Tamil Nadu,Chennai,Chennai,12.9753651,80.2543198,Government,Secondary,398,33,23,Yes,No,Yes,30,0.45,2025-12-16
3204,Hale and Healthy Hospitals,Tamil Nadu,Chennai,Chennai,12.9757686,80.2590077,Trust,Tertiary,1124,205,142,Yes,Yes,No,47,0.88,2025-12-16
3205,Rathna Hospital,Tamil Nadu,Chennai,Chennai,13.0087475,80.1937172,Government,Secondary,254,24,14,No,No,Yes,54,0.41,2025-12-16
3206,S.S. Hospital,Tamil Nadu,Chennai,Chennai,13.0036449,80.2030844,Government,Primary,72,1,0,Yes,Yes,No,59,0.47,2025-12-16
3207,Dhanraj Hospital,Tamil Nadu,Chennai,Chennai,13.0017797,80.2033269,Private,Tertiary,863,170,120,No,No,No,54,0.95,2025-12-16
3208,Nalam Hospital,Tamil Nadu,Chennai,Chennai,13.0164671,80.1772853,Government,Primary,69,2,1,No,Yes,No,63,0.95,2025-12-16
3209,Promed Hospital,Tamil Nadu,Chennai,Chennai,12.9751423,80.2582571,Government,Tertiary,1121,230,165,Yes,No,No,83,0.56,2025-12-16
3210,Happy Clinic Hospital,Tamil Nadu,Chennai,Chennai,12.9693629,80.2566138,Trust,Tertiary,407,87,66,No,No,No,88,0.25,2025-12-16
3211,Jaya Sri Hospital,Tamil Nadu,Chennai,Chennai,13.0027883,80.207025,Government,Tertiary,655,123,101,No,No,Yes,65,0.65,2025-12-16
3213,Kaanthi Makapperu Hospital,Tamil Nadu,Chennai,Chennai,13.003406,80.2063632,Government,Secondary,304,29,18,Yes,Yes,Yes,50,0.91,2025-12-16
3214,Medforte Health Care,Tamil Nadu,Chennai,Chennai,12.9700475,80.1499015,Government,Primary,57,2,1,No,Yes,No,60,0.84,2025-12-16
3215,Contonment Board General Hospital,Tamil Nadu,Chennai,Chennai,12.97059,80.148318,Trust,Secondary,241,27,19,No,No,No,51,0.46,2025-12-16
3217,Relief Dental Hospitals,Tamil Nadu,Chennai,Chennai,12.978253,80.258947,Private,Secondary,130,14,9,Yes,Yes,Yes,47,0.66,2025-12-16
3218,Accu Hospital,Tamil Nadu,Chennai,Chennai,13.041251,80.267354,Government,Secondary,188,21,17,Yes,No,Yes,35,0.18,2025-12-16
3219,Kalyani Hospital,Tamil Nadu,Chennai,Chennai,13.0512111,80.273209,Private,Tertiary,895,195,161,Yes,Yes,No,95,0.5,2025-12-16
3220,Triveni Hospital,Tamil Nadu,Chennai,Chennai,13.0385371,80.2581929,Government,Primary,47,1,0,No,No,No,76,0.29,2025-12-16
3221,SMK Hospital,Tamil Nadu,Chennai,Chennai,12.986383,80.260187,Private,Tertiary,615,147,105,Yes,No,Yes,50,0.17,2025-12-16
3222,Uma Sankaran Siddha Hospital,Tamil Nadu,Chennai,Chennai,12.9916719,80.2624479,Government,Primary,59,1,0,Yes,Yes,No,39,0.82,2025-12-16
3223,Vasantha Hospital,Tamil Nadu,Chennai,Chennai,13.0490602,80.2747953,Private,Tertiary,602,106,72,Yes,Yes,Yes,48,0.61,2025-12-16
3224,Orthomed Hospital,Tamil Nadu,Chennai,Chennai,13.0454703,80.2668731,Private,Secondary,262,21,17,Yes,Yes,No,40,0.98,2025-12-16
3225,Mint Hospitals,Tamil Nadu,Chennai,Chennai,13.0013494,80.258796,Government,Tertiary,462,93,74,Yes,No,No,65,0.85,2025-12-16
3226,Saanvi Fertility Centre Urology and Stone Centre,Tamil Nadu,Chennai,Chennai,13.0436591,80.2639406,Government,Tertiary,660,148,112,Yes,No,No,46,0.75,2025-12-16
3227,The Crescent Hospital,Tamil Nadu,Chennai,Chennai,13.0528771,80.2727865,Trust,Secondary,375,42,30,No,Yes,Yes,46,0.7,2025-12-16
3228,Syma Hospital,Tamil Nadu,Chennai,Chennai,13.0546321,80.2774772,Private,Primary,41,1,0,No,No,No,64,0.77,2025-12-16
3229,Sri Parthasarathy Hospital,Tamil Nadu,Chennai,Chennai,13.0547617,80.2756509,Trust,Tertiary,1083,225,177,No,No,No,48,0.67,2025-12-16
3230,Ashwini Hospital,Tamil Nadu,Chennai,Chennai,12.9890173,80.2599586,Trust,Primary,99,2,1,No,Yes,No,90,0.57,2025-12-16
3231,R.S. Hospital,Tamil Nadu,Chennai,Chennai,13.0549375,80.2068588,Trust,Primary,93,2,1,No,No,No,81,0.56,2025-12-16
3232,Arun Vijaya Hospitals,Tamil Nadu,Chennai,Chennai,13.038873,80.192755,Trust,Primary,72,3,1,Yes,Yes,Yes,45,0.72,2025-12-16
3233,C.M. Hospital,Tamil Nadu,Chennai,Chennai,13.0553167,80.2012868,Private,Primary,96,2,1,No,No,No,59,0.43,2025-12-16
3234,Shali Day & Night Hospital,Tamil Nadu,Chennai,Chennai,13.051996,80.204702,Private,Secondary,122,12,7,No,No,Yes,94,0.64,2025-12-16
